6.107459862188367693e-07,5.000000000000000104e-03
3.373249895871387682e-06,5.000000000000000104e-03
3.440219187733171330e-06,5.000000000000000104e-03
2.314128823457310178e-06,5.000000000000000104e-03
2.470003001208395777e-06,5.000000000000000104e-03
3.119583170957031502e-06,5.000000000000000104e-03
2.055345547047013913e-06,5.000000000000000104e-03
3.483192908470033893e-06,5.000000000000000104e-03
1.408844668488942993e-06,5.000000000000000104e-03
1.004326458334820170e-06,5.000000000000000104e-03
2.254376690343356562e-06,5.000000000000000104e-03
9.487054879080682526e-07,5.000000000000000104e-03
3.677129030356479481e-08,5.000000000000000104e-03
9.927689492596854398e-07,5.000000000000000104e-03
3.189318255461441471e-06,5.000000000000000104e-03
3.379020862884718543e-06,5.000000000000000104e-03
2.954806993474482365e-06,5.000000000000000104e-03
2.284428945516373691e-06,5.000000000000000104e-03
2.893025835980916131e-06,5.000000000000000104e-03
8.357562002428634510e-07,5.000000000000000104e-03
2.603819388094018945e-06,5.000000000000000104e-03
1.670920596006952368e-06,5.000000000000000104e-03
4.027616320878824530e-07,5.000000000000000104e-03
8.468767052965464290e-07,5.000000000000000104e-03
1.084995973184201176e-06,5.000000000000000104e-03
2.836993269501713015e-06,5.000000000000000104e-03
6.660024329751459285e-07,5.000000000000000104e-03
1.025871718339462958e-06,5.000000000000000104e-03
2.326263180635152229e-06,5.000000000000000104e-03
7.460786626404621898e-07,5.000000000000000104e-03
2.025375441323487257e-06,5.000000000000000104e-03
3.284269995543028636e-07,5.000000000000000104e-03
7.394703343633137499e-08,5.000000000000000104e-03
2.774424797990466987e-07,5.000000000000000104e-03
1.281579296810680205e-06,5.000000000000000104e-03
3.476825705033822313e-06,5.000000000000000104e-03
1.335987604840505637e-06,5.000000000000000104e-03
3.305448472527097815e-06,5.000000000000000104e-03
4.438774772546222677e-07,5.000000000000000104e-03
1.458587023242567301e-06,5.000000000000000104e-03
4.784266047572283893e-07,5.000000000000000104e-03
9.763792491930306436e-07,5.000000000000000104e-03
3.316793443862435592e-06,5.000000000000000104e-03
2.459880111436893566e-06,5.000000000000000104e-03
2.117244963485167742e-06,5.000000000000000104e-03
1.240265417000196180e-08,5.000000000000000104e-03
1.535650358463172960e-06,5.000000000000000104e-03
1.435446708039289917e-06,5.000000000000000104e-03
2.745169668113581689e-06,5.000000000000000104e-03
1.478536819699298918e-06,5.000000000000000104e-03
2.371503853332520546e-06,5.000000000000000104e-03
2.617433693959662345e-06,5.000000000000000104e-03
2.055577813371496523e-06,5.000000000000000104e-03
8.747814134822209317e-08,5.000000000000000104e-03
1.774056832144563313e-06,5.000000000000000104e-03
1.390345337112804332e-06,5.000000000000000104e-03
1.439327187944899953e-06,5.000000000000000104e-03
2.854799324169041362e-06,5.000000000000000104e-03
2.728677601424591550e-06,5.000000000000000104e-03
2.792966638422731362e-06,5.000000000000000104e-03
1.267904040502779072e-06,5.000000000000000104e-03
3.065165379940637483e-06,5.000000000000000104e-03
1.264584822760856378e-06,5.000000000000000104e-03
2.957208431681690020e-06,5.000000000000000104e-03
1.465489837883971280e-06,5.000000000000000104e-03
1.729781310898660991e-06,5.000000000000000104e-03
3.104255551026786027e-06,5.000000000000000104e-03
1.858320651125506261e-06,5.000000000000000104e-03
3.324005567377693087e-06,5.000000000000000104e-03
1.174005675385066945e-06,5.000000000000000104e-03
3.557929112174917596e-07,5.000000000000000104e-03
2.175150686792883818e-06,5.000000000000000104e-03
9.422474497556079639e-08,5.000000000000000104e-03
1.088253313466680182e-06,5.000000000000000104e-03
2.000982324364431083e-06,5.000000000000000104e-03
6.043094506362991500e-07,5.000000000000000104e-03
4.792613256722809515e-07,5.000000000000000104e-03
1.343149163905272644e-06,5.000000000000000104e-03
1.767976636186557107e-06,5.000000000000000104e-03
1.340067235058842251e-06,5.000000000000000104e-03
1.219427740263147265e-06,5.000000000000000104e-03
3.954214384785941077e-07,5.000000000000000104e-03
3.377699019978728160e-06,5.000000000000000104e-03
2.770883605645568432e-06,5.000000000000000104e-03
1.368858209171397598e-06,5.000000000000000104e-03
2.885965734456220823e-06,5.000000000000000104e-03
4.015468390831550250e-08,5.000000000000000104e-03
3.218808133181640034e-06,5.000000000000000104e-03
1.194998091590855195e-06,5.000000000000000104e-03
7.879261391090601097e-07,5.000000000000000104e-03
3.297740375672156879e-06,5.000000000000000104e-03
4.807642156118646407e-07,5.000000000000000104e-03
2.248018926182839848e-06,5.000000000000000104e-03
2.693998283791472008e-06,5.000000000000000104e-03
8.567796348050113471e-07,5.000000000000000104e-03
7.911116044471211541e-07,5.000000000000000104e-03
2.630615245075841626e-06,5.000000000000000104e-03
2.959571996772740176e-06,5.000000000000000104e-03
1.539638955388377109e-06,5.000000000000000104e-03
2.502318616571474427e-07,5.000000000000000104e-03
7.123494286326391533e-08,5.000000000000000104e-03
1.267579309713022760e-06,5.000000000000000104e-03
3.235299587077230826e-06,5.000000000000000104e-03
2.711305096912238862e-06,5.000000000000000104e-03
1.536413527559648711e-06,5.000000000000000104e-03
2.166393803138884382e-06,5.000000000000000104e-03
3.161371323914478554e-06,5.000000000000000104e-03
2.282880724291718727e-06,5.000000000000000104e-03
8.291201787015661156e-07,5.000000000000000104e-03
5.593002927000247537e-07,5.000000000000000104e-03
6.463611400729387796e-07,5.000000000000000104e-03
1.379937458966828285e-08,5.000000000000000104e-03
3.490044056906331797e-06,5.000000000000000104e-03
2.945335182102919084e-06,5.000000000000000104e-03
1.812786784847559381e-07,5.000000000000000104e-03
1.439755653736163247e-06,5.000000000000000104e-03
5.033913996491131665e-07,5.000000000000000104e-03
3.479089438971873619e-06,5.000000000000000104e-03
2.425217766496578521e-06,5.000000000000000104e-03
2.496253737379157708e-06,5.000000000000000104e-03
2.987976264934159496e-06,5.000000000000000104e-03
3.461102802309232237e-06,5.000000000000000104e-03
1.465195979097132328e-06,5.000000000000000104e-03
6.214091094604537815e-07,5.000000000000000104e-03
2.278738274980095915e-06,5.000000000000000104e-03
1.413045073269533916e-06,5.000000000000000104e-03
2.214204537436844704e-06,5.000000000000000104e-03
2.348981216319515940e-07,5.000000000000000104e-03
1.585874714864085520e-06,5.000000000000000104e-03
